Car_ID,Brand,Model_Year,Fuel_Type,Transmission,Seller_Type,Owner,Driven_KMs,Engine_CC,Mileage_kmpl,Selling_Price,Present_Price
264,toyota,2018,Diesel,auto,dealer,1st,16917,1478,20.48,676567.0,1451971
27,Ford,2001,Electric,Automatic,Individual,3rd,147548,3134,14.81,232229.0,842065
122,Mercedes,2002,diesel,auto,dealer,3rd,119272,1227,29.93,1476364.0,2608379
203,Ford,2015,Diesel,auto,Individual,Second,8184,1258,29.93,1211069.0,1483914
265,Hyundai,2020,Electric,auto,dealer,1st,81337,1740,29.74,857680.0,2943683
23,BMW,2009,diesel,auto,dealer,First,14350,2310,12.14,191494.0,2673401
163,Ford,2007,Petrol,auto,Individual,1st,8318,3426,28.81,112133.0,386882
256,Tata,2019,Hybrid,auto,individual,Third,114465,847,16.72,174963.0,1878262
114,Toyota,2008,diesel,auto,Individual,1st,44174,2929,27.6,1978006.0,2024775
199,Hyundai,2020,diesel,auto,Dealer,2nd,106242,3057,14.03,1349691.0,399456
70,Honda,2017,diesel,auto,Dealer,2nd,95115,2938,11.44,174963.0,2832795
250,Honda,2014,Hybrid,auto,Dealer,Third,128582,1138,18.91,2392084.0,2283066
208,BMW,2004,diesel,Manual,Individual,Second,61907,2833,29.08,965666.0,972771
127,Mahindra,2012,Diesel,auto,individual,First,149865,2708,16.2,2447089.0,1743773
15,ford,2021,petrol,auto,dealer,Second,90806,2000,16.73,174963.0,2570479
245,ford,2021,diesel,auto,individual,Third,51657,1256,23.46,1757872.0,292380
44,Hyundai,2000,Electric,auto,Individual,2nd,156523,2525,27.31,2168079.0,375683
184,BMW,2018,diesel,Automatic,individual,Third,110781,3115,26.08,1360054.0,2504933
226,BMW,2008,Petrol,Automatic,individual,1st,88194,1677,26.31,1491735.0,2461494
175,toyota,2013,Hybrid,auto,Dealer,Second,57028,3061,25.45,1158835.0,2833528
35,Suzuki,2019,diesel,auto,Individual,First,8049,1572,14.66,1533048.0,2292807
242,Tata,2021,Petrol,Automatic,dealer,1st,25500,1762,14.27,810759.0,1152202
187,Suzuki,2019,diesel,auto,Individual,1st,47021,3270,12.73,825526.0,1909640
90,BMW,2015,Hybrid,manual,individual,1st,148824,2647,18.55,1802860.0,1430711
86,ford,2015,Diesel,Manual,Dealer,2nd,48881,1054,14.48,1121951.0,2371817
98,Suzuki,2016,diesel,Automatic,Dealer,3rd,80628,982,16.14,1413272.0,1701698
211,Ford,2014,Petrol,auto,Dealer,1st,35669,1572,12.12,1098906.0,2701758
243,Mahindra,2008,Electric,auto,Individual,1st,120413,1149,12.14,645697.0,681369
161,BMW,2012,diesel,auto,Individual,Second,122809,1018,11.05,2155489.0,2284777
16,BMW,2019,diesel,Manual,Individual,First,120144,1434,24.07,1746835.0,591714
105,BMW,2020,Diesel,auto,Dealer,1st,25524,1165,22.31,1221710.0,2620418
194,Hyundai,2020,Hybrid,auto,dealer,2nd,25948,3000,19.85,1317220.0,2481772
13,Toyota,2007,Petrol,Manual,individual,2nd,181206,2670,13.04,1881169.0,2373227
179,BMW,2015,Hybrid,auto,individual,Second,20907,3007,20.45,1166976.0,1221688
190,BMW,2017,diesel,Manual,individual,Third,167739,2595,11.99,1669815.0,1922011
102,toyota,2019,petrol,auto,individual,Third,97363,3136,20.18,2380659.0,961763
183,ford,2019,diesel,Manual,dealer,3rd,195765,1739,16.21,2169744.0,829851
6,toyota,2021,Petrol,auto,individual,Third,151918,2088,22.56,631926.0,2280858
198,Ford,2019,Electric,Automatic,Dealer,1st,109674,2723,11.26,1322137.0,472212
253,Hyundai,2015,Electric,manual,Individual,1st,30898,1898,28.79,647958.0,1078884
45,Toyota,2000,diesel,auto,Dealer,Second,178181,3093,22.71,514648.0,1398484
219,Ford,2017,Petrol,auto,individual,3rd,173128,2270,11.35,745754.0,2072747
52,Mercedes,2017,Diesel,auto,Dealer,1st,196944,2848,24.8,333447.0,1264268
280,Honda,2000,petrol,auto,dealer,Second,169845,3025,13.48,2286799.0,2842883
18,Toyota,2014,Diesel,Automatic,individual,3rd,92055,1728,21.52,174963.0,1131040
274,Tata,2008,Diesel,auto,dealer,Second,102038,2099,10.95,691984.0,912639
47,toyota,2006,diesel,auto,Individual,1st,72285,3149,29.84,265168.0,651120
116,Honda,2022,diesel,manual,Dealer,3rd,152614,1596,28.22,1177005.0,1994618
1,Ford,2008,petrol,Manual,dealer,1st,182393,2285,10.12,1199385.0,2186279
206,BMW,2010,Hybrid,Automatic,Individual,2nd,8543,2904,28.23,150173.0,2885864
254,Tata,2004,diesel,auto,dealer,1st,156437,1692,10.37,1706100.0,1379032
131,Tata,2005,diesel,auto,Dealer,1st,34757,3049,29.01,356972.0,846866
197,ford,2020,Petrol,auto,dealer,Second,60474,1157,13.4,2134627.0,828438
216,ford,2022,Hybrid,Manual,individual,1st,13673,1334,18.29,174963.0,492035
76,ford,2000,Diesel,auto,dealer,First,121921,2726,18.82,1000602.0,1484514
103,BMW,2016,petrol,Manual,Dealer,2nd,184541,1189,22.35,174963.0,849034
89,BMW,2014,diesel,manual,individual,First,129570,2759,16.82,1449901.0,1648896
21,Honda,2001,diesel,Manual,Individual,Third,37012,1463,10.59,1758440.0,615963
266,BMW,2019,diesel,auto,dealer,Second,163992,807,29.21,1559341.0,708424
141,Suzuki,2022,Hybrid,Manual,Dealer,First,28207,2375,14.69,2014240.0,2467539
92,Suzuki,2020,Petrol,auto,dealer,2nd,15426,2392,20.27,295869.0,1167393
8,Suzuki,2015,diesel,auto,Individual,1st,195230,2979,19.65,1856472.0,2352285
214,Tata,2010,diesel,auto,Dealer,Third,92639,2496,12.92,2440604.0,589184
148,toyota,2018,diesel,auto,dealer,1st,25088,1671,26.59,1023476.0,2460854
137,Mercedes,2017,Hybrid,auto,Individual,1st,104643,2590,25.39,1614666.0,471453
144,Mahindra,2019,Electric,Manual,dealer,1st,36996,2545,18.63,1445209.0,1710286
4,Honda,2013,Petrol,manual,Individual,1st,189415,2454,26.87,1989693.0,717452
222,Hyundai,2002,Diesel,Manual,Individual,3rd,132345,2664,21.44,2108822.0,893398
24,BMW,2017,petrol,auto,individual,Second,198975,1335,14.56,2460075.0,2948287
155,Tata,2009,Petrol,auto,individual,1st,116636,2535,22.76,1964074.0,2941255
133,Toyota,2018,diesel,Automatic,individual,1st,168393,1659,14.22,186775.0,1286294
5,BMW,2022,Hybrid,auto,Individual,2nd,90385,866,26.84,421529.0,1195321
20,Mercedes,2005,Hybrid,manual,individual,Third,147493,1172,21.48,1966320.0,343414
147,ford,2016,diesel,Automatic,dealer,2nd,174154,2289,14.6,240625.0,1586299
88,BMW,2010,Hybrid,manual,Dealer,Third,102703,3233,15.67,575954.0,714276
55,toyota,2006,Hybrid,auto,Dealer,Second,42238,829,10.48,2347477.0,2444391
63,toyota,2019,diesel,Automatic,Individual,First,41388,2670,10.73,1341707.0,2502012
113,Honda,2008,diesel,Manual,dealer,1st,77324,876,18.43,1702918.0,792402
234,Ford,2007,Diesel,Manual,dealer,1st,109651,1423,28.54,1265907.0,2561510
241,toyota,2021,Electric,Automatic,Individual,1st,63727,2405,28.15,1997881.0,269031
143,Suzuki,2002,diesel,auto,Individual,3rd,86040,2396,19.63,735608.0,2687091
26,Tata,2013,diesel,manual,Dealer,Third,67947,1096,22.05,2435386.0,235400
220,toyota,2001,diesel,auto,Individual,1st,9493,1768,15.2,2326795.0,1298207
32,ford,2016,petrol,Manual,individual,1st,87258,1587,26.88,1894590.0,2608589
248,BMW,2022,diesel,manual,dealer,2nd,40954,1521,13.17,1542992.0,1735086
121,Honda,2012,Petrol,Manual,Dealer,1st,129013,2133,18.72,372507.0,1138674
101,Honda,2005,Diesel,auto,dealer,3rd,125977,864,18.13,1852977.0,1098756
22,Tata,2005,diesel,manual,dealer,Third,63299,2797,17.6,862122.0,1067856
81,BMW,2000,Hybrid,auto,Dealer,2nd,184565,2474,19.38,2328186.0,1623692
60,Suzuki,2014,petrol,manual,Individual,Third,47241,3126,12.62,1095504.0,2271197
30,Toyota,2017,diesel,auto,dealer,Second,133666,1826,18.07,714456.0,1705902
232,Honda,2004,Petrol,manual,individual,Third,65737,2867,26.01,113422.0,334846
167,ford,2008,petrol,auto,individual,First,81135,2946,12.93,1700001.0,838931
257,BMW,2013,Petrol,manual,Individual,2nd,161426,1161,12.23,174963.0,317008
62,Honda,2000,diesel,auto,Individual,First,58818,954,29.78,569938.0,2376672
36,Honda,2016,diesel,auto,Individual,3rd,197825,2479,17.31,754614.0,1919178
61,Tata,2006,diesel,auto,dealer,2nd,108287,1751,16.38,1021976.0,2389296
212,Hyundai,2011,Hybrid,manual,dealer,2nd,139558,2732,23.71,2336632.0,2706515
74,BMW,2002,Petrol,Automatic,Individual,Second,66213,2172,24.75,1664811.0,2840012
51,Mercedes,2009,Electric,auto,dealer,Third,101699,1290,20.55,1656602.0,1249521
230,BMW,2020,Hybrid,Manual,dealer,1st,140132,3263,28.29,174963.0,859978
182,ford,2021,diesel,manual,dealer,Third,120714,2310,15.0,1639449.0,1207724
132,Toyota,2005,Petrol,Automatic,Individual,1st,88991,3365,24.25,1389513.0,1329813
28,Mercedes,2021,Hybrid,Automatic,dealer,First,161701,2331,15.61,202980.0,681488
164,BMW,2020,diesel,Manual,Dealer,First,100834,2689,16.16,485669.0,736241
160,Tata,2013,diesel,Manual,dealer,1st,131990,1400,17.6,1493013.0,1117291
118,Mercedes,2011,petrol,auto,Dealer,Third,47703,981,20.95,923352.0,2426880
110,Suzuki,2000,Electric,manual,individual,First,27071,3155,27.83,174963.0,307057
134,ford,2002,petrol,auto,dealer,1st,96702,1541,23.31,1897690.0,857262
140,Mahindra,2019,diesel,auto,Individual,Second,12686,2402,10.87,2489723.0,2232533
120,Suzuki,2015,diesel,Manual,individual,Third,12127,3427,14.38,603274.0,2457683
261,Honda,2011,diesel,auto,Dealer,Second,47328,1094,16.72,194134.0,2573506
37,BMW,2006,Diesel,Automatic,dealer,First,140710,1786,26.26,2008735.0,1387758
75,Hyundai,2013,Electric,Manual,dealer,First,198197,1200,12.6,1862865.0,753381
165,Ford,2015,petrol,auto,Dealer,3rd,6684,2494,28.13,2479275.0,1970803
177,toyota,2006,Diesel,manual,individual,2nd,143891,1830,20.93,1800738.0,1881364
170,Suzuki,2020,petrol,auto,Individual,1st,189640,913,21.12,1304926.0,665432
233,Tata,2004,Diesel,Automatic,dealer,First,84931,2370,10.83,1695799.0,2336313
205,Mercedes,2020,diesel,auto,dealer,1st,5277,2023,12.04,2453951.0,1240578
10,Toyota,2003,diesel,Automatic,individual,1st,6876,2961,11.56,2056839.0,2780828
14,Toyota,2007,petrol,manual,individual,Second,20422,997,13.18,174963.0,2278480
109,Mahindra,2014,petrol,auto,Individual,1st,135392,2359,20.83,2072340.0,2710066
185,BMW,2015,Diesel,auto,individual,1st,28361,1053,26.71,1246859.0,1737740
225,BMW,2007,diesel,auto,Dealer,1st,96586,2577,18.84,1459778.0,2772125
41,Mahindra,2005,petrol,manual,individual,Third,16585,2909,23.91,267663.0,1975734
106,Honda,2019,Petrol,manual,dealer,2nd,75796,2449,25.32,1573164.0,2446895
56,Toyota,2004,diesel,manual,dealer,1st,102010,2669,10.22,2328899.0,835572
107,Toyota,2005,diesel,Manual,Individual,First,83390,3018,15.67,331721.0,435078
246,Ford,2017,Diesel,auto,Dealer,1st,72280,1763,16.46,174963.0,2471087
42,BMW,2014,diesel,Manual,individual,Second,192321,1958,11.09,2045421.0,504880
269,Tata,2008,Hybrid,auto,individual,Second,137946,2950,12.96,480799.0,1373592
65,Tata,2003,diesel,Manual,individual,1st,91313,1510,13.29,350258.0,1986812
228,Honda,2015,petrol,manual,Dealer,Second,105598,849,27.94,922976.0,1656662
169,Ford,2002,diesel,Manual,dealer,2nd,54860,1807,15.62,814756.0,1603218
227,BMW,2009,Diesel,Manual,Individual,1st,27572,2974,13.92,1120863.0,406961
156,BMW,2015,diesel,manual,Dealer,1st,113659,2810,27.2,1414435.0,2557522
80,Suzuki,2014,diesel,auto,dealer,Second,98002,1601,29.36,174963.0,1659257
213,Honda,2010,petrol,auto,dealer,3rd,175534,1636,14.32,568827.0,1461875
176,Mahindra,2007,Diesel,auto,dealer,Third,108781,3109,13.13,1818612.0,2177288
277,BMW,2022,Petrol,auto,dealer,Third,107499,1568,29.41,806137.0,2902286
34,Mercedes,2012,diesel,auto,Individual,3rd,68347,2756,12.74,534698.0,2937344
19,Toyota,2019,Petrol,auto,dealer,Third,49503,1012,23.28,683851.0,1080623
112,ford,2021,diesel,Automatic,Dealer,2nd,27349,1237,11.36,433379.0,2842711
207,Toyota,2007,Hybrid,auto,individual,3rd,152888,1029,29.75,1107257.0,2869183
139,toyota,2009,diesel,auto,Dealer,First,18082,1875,14.54,174963.0,1360576
128,Suzuki,2010,petrol,auto,Dealer,First,120210,1564,11.09,840386.0,1608187
135,BMW,2007,Petrol,auto,dealer,First,122027,2606,24.87,1913101.0,1052140
209,Tata,2016,Hybrid,Manual,dealer,Second,183850,2272,17.74,2316801.0,872941
123,BMW,2000,Hybrid,auto,individual,Second,182825,1550,15.36,2071039.0,1006701
224,BMW,2010,Electric,Automatic,Individual,1st,145474,2069,19.02,2157226.0,812677
278,toyota,2021,Petrol,Automatic,Individual,2nd,123229,2720,18.47,1990497.0,2669630
188,Toyota,2019,Hybrid,Manual,Dealer,1st,58672,823,19.88,901099.0,1976955
181,BMW,2000,diesel,auto,dealer,Second,57313,1809,18.88,355672.0,1374375
46,Ford,2002,diesel,manual,Dealer,2nd,51534,3144,13.19,1923228.0,2658317
158,Honda,2017,Petrol,manual,Dealer,3rd,73284,3209,17.83,527199.0,2411931
39,Ford,2007,diesel,Automatic,dealer,2nd,96390,2431,21.13,1974675.0,2179556
25,Mercedes,2003,diesel,auto,dealer,3rd,67001,1373,23.37,1030327.0,1133631
146,toyota,2008,Petrol,manual,individual,1st,132461,1847,23.06,1178852.0,1860155
93,ford,2006,diesel,auto,Dealer,2nd,151962,2614,12.72,1672055.0,2525198
189,Mahindra,2009,diesel,Automatic,dealer,1st,168185,3479,25.38,599015.0,2304988
2,Ford,2020,petrol,Manual,Individual,Second,121196,2917,11.18,784425.0,1173789
171,BMW,2003,Electric,auto,dealer,1st,76848,1198,18.07,174963.0,2612030
180,toyota,2010,diesel,Automatic,dealer,Third,42972,2208,28.06,1894596.0,1422611
7,ford,2010,Petrol,manual,Dealer,2nd,76756,2854,15.96,174963.0,1805405
57,Suzuki,2007,Hybrid,manual,individual,2nd,83436,1106,29.69,2289772.0,640638
272,toyota,2006,Hybrid,auto,dealer,2nd,169031,2101,11.56,1376967.0,1822892
251,Tata,2020,diesel,Manual,Dealer,2nd,41803,2657,21.72,2136131.0,2079294
96,BMW,2013,diesel,manual,Individual,Third,5302,1647,16.24,1960262.0,626403
95,Suzuki,2007,Hybrid,Manual,dealer,2nd,105214,3259,20.27,1802013.0,2575896
58,Mercedes,2013,diesel,Manual,Dealer,1st,120574,1428,24.82,339864.0,603804
201,Hyundai,2002,Hybrid,Manual,individual,3rd,44042,3066,27.62,2334164.0,861892
162,Honda,2014,diesel,auto,Dealer,Second,174715,3121,23.72,2097724.0,742425
64,Hyundai,2001,diesel,auto,Individual,1st,79539,2553,23.9,1238498.0,1366765
262,Toyota,2002,Petrol,auto,dealer,3rd,98270,2398,22.25,2238678.0,2704108
12,ford,2019,Petrol,Manual,Individual,1st,195594,1082,11.11,1085290.0,2983983
258,Toyota,2004,diesel,Manual,Individual,1st,189798,2463,16.52,525257.0,637866
270,Honda,2000,Petrol,Manual,Dealer,Third,44850,3478,11.83,980823.0,1346253
54,BMW,2019,Diesel,Automatic,individual,First,94519,2655,25.11,1252562.0,1423521
126,Suzuki,2009,Electric,auto,Individual,First,198026,3360,24.69,1472299.0,1360878
17,Mercedes,2022,Diesel,auto,Individual,First,87356,3410,15.85,2370818.0,2199421
142,Honda,2014,Diesel,Automatic,individual,1st,173662,1516,16.22,1076693.0,2557593
271,Ford,2015,diesel,Automatic,Individual,First,95443,2359,29.39,1614399.0,734957
191,Tata,2008,diesel,auto,Individual,Second,39128,2503,19.52,2291208.0,2612433
204,toyota,2007,Petrol,auto,dealer,First,190716,835,29.15,174963.0,2859509
138,toyota,2019,Diesel,auto,Dealer,First,166210,838,23.51,2339862.0,2129064
33,BMW,2016,Electric,auto,individual,1st,34197,2747,13.72,1255922.0,1434894
221,Mahindra,2007,diesel,Manual,Individual,1st,109822,1129,18.09,1491222.0,1715695
50,Ford,2014,Diesel,auto,Individual,2nd,181333,806,25.75,712516.0,261630
84,ford,2003,Petrol,auto,Dealer,Second,38869,2994,10.25,1564215.0,462939
119,Tata,2007,Electric,Manual,Individual,Third,187527,1870,15.84,1772936.0,1808083
279,Suzuki,2022,Diesel,manual,dealer,2nd,194644,1942,12.76,1090139.0,2685140
235,Suzuki,2007,Electric,auto,individual,Third,144576,1515,29.4,2168031.0,1097537
94,Tata,2000,diesel,Automatic,dealer,1st,140042,899,19.8,286842.0,290746
91,Mahindra,2021,diesel,Manual,individual,2nd,178474,2584,28.32,1643158.0,545242
210,Tata,2007,diesel,Manual,dealer,Second,81246,3451,21.88,736169.0,425137
260,Mahindra,2006,Petrol,Automatic,Individual,2nd,172417,3124,16.68,1317523.0,1583555
130,BMW,2003,diesel,Manual,dealer,1st,46190,1895,20.52,1180808.0,1313106
267,Hyundai,2002,Diesel,manual,dealer,1st,189645,1010,26.07,562988.0,460837
192,BMW,2000,Diesel,auto,Dealer,2nd,164700,2288,27.61,2145169.0,2743851
238,Mahindra,2014,petrol,Manual,dealer,Third,181890,3454,13.0,826034.0,2745655
11,Honda,2017,diesel,auto,individual,3rd,150609,2599,15.13,174963.0,1703600
149,Honda,2003,Electric,manual,Dealer,Second,10008,3263,27.25,2135125.0,1494328
129,Mercedes,2005,Electric,auto,Dealer,Second,141980,2510,27.7,174963.0,392727
69,Mahindra,2005,diesel,auto,Individual,1st,198744,1459,25.1,1228685.0,1992226
108,Hyundai,2017,Petrol,Manual,individual,Second,78315,1747,25.88,1448226.0,803594
218,toyota,2020,diesel,manual,dealer,1st,39895,1904,21.74,2288271.0,2083100
72,Honda,2019,Diesel,auto,individual,First,95107,847,10.31,1509025.0,364764
217,Honda,2003,Electric,auto,individual,Second,105966,1314,16.79,1290137.0,444811
77,Toyota,2014,Hybrid,auto,Dealer,Second,137252,1644,12.43,679796.0,2470387
104,Mercedes,2004,diesel,Automatic,Individual,Third,128428,3129,22.36,686338.0,2044183
195,Toyota,2018,Electric,auto,Dealer,3rd,139250,3145,13.26,2409904.0,2883890
66,ford,2000,Diesel,auto,Individual,2nd,79217,1928,17.52,1423317.0,449891
117,BMW,2014,diesel,Manual,Individual,Second,95600,3400,10.33,2093999.0,2499166
